official_time,place_overall,net_time,contry_citizenship,display_name,gender,gender_result,division_result,year,division,age_graded_time,age,city,state,seconds,residence,pace,overall,first_name,last_name,bib,name,country_residence,name_suffix,5k,10k,15k,20k,half,25k,30k,35k,40k,projected_time
02:21:21,27,02:21:21,USA,Parker Stinson,M,27.0,,2021.0,,,,,,8481.0,,,,Parker,Stinson,,,,,,,,,,,,,,
02:21:35,29,02:21:35,USA,Brian Harvey,M,29.0,,2021.0,,,,,,8495.0,,,,Brian,Harvey,,,,,,,,,,,,,,
02:21:45,30,02:21:45,Canada,Dylan Wykes,M,30.0,,2021.0,,,,,,8505.0,,,,Dylan,Wykes,,,,,,,,,,,,,,
02:22:01,31,02:22:01,India,Nitendra Singh,M,31.0,,2021.0,,,,,,8521.0,,,,Nitendra,Singh,,,,,,,,,,,,,,
02:22:35,32,02:22:35,USA,Alexander Taylor,M,32.0,,2021.0,,,,,,8555.0,,,,Alexander,Taylor,,,,,,,,,,,,,,
02:22:38,33,02:22:38,USA,Sean Swift,M,33.0,,2021.0,,,,,,8558.0,,,,Sean,Swift,,,,,,,,,,,,,,
02:22:57,34,02:22:57,Ireland,Stephen Scullion,M,34.0,,2021.0,,,,,,8577.0,,,,Stephen,Scullion,,,,,,,,,,,,,,
02:23:05,35,02:23:04,USA,Sean Grossman,M,35.0,,2021.0,,,,,,8585.0,,,,Sean,Grossman,,,,,,,,,,,,,,
02:23:29,36,02:23:29,USA,Jonas Hampton,M,36.0,,2021.0,,,,,,8609.0,,,,Jonas,Hampton,,,,,,,,,,,,,,
02:23:34,37,02:23:34,Canada,Rory Linkletter,M,37.0,,2021.0,,,,,,8614.0,,,,Rory,Linkletter,,,,,,,,,,,,,,
02:23:50,38,02:23:41,USA,Samuel Lagasse,M,38.0,,2021.0,,,,,,8630.0,,,,Samuel,Lagasse,,,,,,,,,,,,,,
02:24:37,39,02:24:36,USA,Brad Mish,M,39.0,,2021.0,,,,,,8677.0,,,,Brad,Mish,,,,,,,,,,,,,,
02:25:24,43,02:25:24,Colombia,Jaidiby Zapata,M,40.0,,2021.0,,,,,,8724.0,,,,Jaidiby,Zapata,,,,,,,,,,,,,,
02:25:36,45,02:25:36,USA,Chip O'Hara,M,41.0,,2021.0,,,,,,8736.0,,,,Chip,O'Hara,,,,,,,,,,,,,,
02:26:19,47,02:26:14,USA,Griffin Humphreys,M,42.0,,2021.0,,,,,,8779.0,,,,Griffin,Humphreys,,,,,,,,,,,,,,
02:26:19,48,02:26:17,USA,Kyle Sumatzkuku,M,43.0,,2021.0,,,,,,8779.0,,,,Kyle,Sumatzkuku,,,,,,,,,,,,,,
02:26:30,49,02:26:29,USA,Brandon York,M,44.0,,2021.0,,,,,,8790.0,,,,Brandon,York,,,,,,,,,,,,,,
02:26:45,28,02:21:27,Canada,Patrice Labonte,M,28.0,,2021.0,,,,,,8805.0,,,,Patrice,Labonte,,,,,,,,,,,,,,
02:27:01,50,02:26:55,USA,Dennis Ryan,M,45.0,,2021.0,,,,,,8821.0,,,,Dennis,Ryan,,,,,,,,,,,,,,
02:27:02,51,02:26:58,USA,Michael Danielczuk,M,46.0,,2021.0,,,,,,8822.0,,,,Michael,Danielczuk,,,,,,,,,,,,,,
02:27:05,52,02:27:02,USA,Michael Cox,M,47.0,,2021.0,,,,,,8825.0,,,,Michael,Cox,,,,,,,,,,,,,,
02:27:25,54,02:27:23,USA,Philip Royer,M,48.0,,2021.0,,,,,,8845.0,,,,Philip,Royer,,,,,,,,,,,,,,
02:27:31,55,02:27:31,USA,Corbin Harris,M,49.0,,2021.0,,,,,,8851.0,,,,Corbin,Harris,,,,,,,,,,,,,,
02:27:45,58,02:27:45,USA,Blue Benadum,M,51.0,,2021.0,,,,,,8865.0,,,,Blue,Benadum,,,,,,,,,,,,,,
02:27:46,57,02:27:45,USA,Zachary Dulabon,M,50.0,,2021.0,,,,,,8866.0,,,,Zachary,Dulabon,,,,,,,,,,,,,,
02:27:49,59,02:27:46,USA,Stephen Gomez,M,52.0,,2021.0,,,,,,8869.0,,,,Stephen,Gomez,,,,,,,,,,,,,,
02:27:56,60,02:27:53,USA,Ben Pare,M,53.0,,2021.0,,,,,,8876.0,,,,Ben,Pare,,,,,,,,,,,,,,
02:27:56,62,02:27:56,Guatemala,Luis Carlos Rivero,M,55.0,,2021.0,,,,,,8876.0,,,,Luis Carlos,Rivero,,,,,,,,,,,,,,
02:27:57,61,02:27:55,USA,Steven Stallis,M,54.0,,2021.0,,,,,,8877.0,,,,Steven,Stallis,,,,,,,,,,,,,,
02:28:09,64,02:28:09,USA,Sam Geha,M,56.0,,2021.0,,,,,,8889.0,,,,Sam,Geha,,,,,,,,,,,,,,
02:28:19,65,02:28:19,USA,Brian Reis,M,57.0,,2021.0,,,,,,8899.0,,,,Brian,Reis,,,,,,,,,,,,,,
02:28:41,67,02:28:40,USA,David Riddle,M,59.0,,2021.0,,,,,,8921.0,,,,David,Riddle,,,,,,,,,,,,,,
02:28:54,68,02:28:43,USA,Shaun Dever,M,60.0,,2021.0,,,,,,8934.0,,,,Shaun,Dever,,,,,,,,,,,,,,
02:28:55,69,02:28:55,Kenya,Duncan Nyasinga,M,61.0,,2021.0,,,,,,8935.0,,,,Duncan,Nyasinga,,,,,,,,,,,,,,
02:29:01,70,02:28:57,Chile,Rodrigo Machado Hamilton,M,62.0,,2021.0,,,,,,8941.0,,,,Rodrigo Machado,Hamilton,,,,,,,,,,,,,,
02:29:02,71,02:29:00,USA,Justin Garrard,M,63.0,,2021.0,,,,,,8942.0,,,,Justin,Garrard,,,,,,,,,,,,,,
02:29:09,74,02:29:08,USA,Chris Maxwell,M,64.0,,2021.0,,,,,,8949.0,,,,Chris,Maxwell,,,,,,,,,,,,,,
02:29:17,75,02:29:17,USA,Jarrett Leblanc,M,65.0,,2021.0,,,,,,8957.0,,,,Jarrett,Leblanc,,,,,,,,,,,,,,
02:29:24,76,02:29:21,USA,Ross Macandrew,M,66.0,,2021.0,,,,,,8964.0,,,,Ross,Macandrew,,,,,,,,,,,,,,
02:29:36,78,02:29:36,USA,Peter Bromka,M,68.0,,2021.0,,,,,,8976.0,,,,Peter,Bromka,,,,,,,,,,,,,,
02:29:39,77,02:29:31,USA,Erik Alatalo,M,67.0,,2021.0,,,,,,8979.0,,,,Erik,Alatalo,,,,,,,,,,,,,,
02:29:57,81,02:29:51,Costa Rica,Cesar Lizano Cedeño,M,71.0,,2021.0,,,,,,8997.0,,,,Cesar Lizano,Cedeño,,,,,,,,,,,,,,
02:30:00,82,02:29:54,USA,Nathan Bickell,M,72.0,,2021.0,,,,,,9000.0,,,,Nathan,Bickell,,,,,,,,,,,,,,
02:30:02,79,02:29:46,USA,Timothy Shea,M,69.0,,2021.0,,,,,,9002.0,,,,Timothy,Shea,,,,,,,,,,,,,,
02:30:03,84,02:30:02,USA,Sean Macdonald,M,73.0,,2021.0,,,,,,9003.0,,,,Sean,Macdonald,,,,,,,,,,,,,,
02:30:08,80,02:29:51,USA,Korey Larson,M,70.0,,2021.0,,,,,,9008.0,,,,Korey,Larson,,,,,,,,,,,,,,
02:30:17,86,02:30:17,USA,Eric Blake,M,75.0,,2021.0,,,,,,9017.0,,,,Eric,Blake,,,,,,,,,,,,,,
02:30:25,87,02:30:23,USA,Evan Gates,M,76.0,,2021.0,,,,,,9025.0,,,,Evan,Gates,,,,,,,,,,,,,,
02:30:39,85,02:30:12,USA,Terry Tossman,M,74.0,,2021.0,,,,,,9039.0,,,,Terry,Tossman,,,,,,,,,,,,,,
02:30:45,89,02:30:43,USA,Charles Rodeheffer,M,77.0,,2021.0,,,,,,9045.0,,,,Charles,Rodeheffer,,,,,,,,,,,,,,
02:30:45,90,02:30:44,USA,Timothy Lillehaugen,M,78.0,,2021.0,,,,,,9045.0,,,,Timothy,Lillehaugen,,,,,,,,,,,,,,
02:31:01,92,02:30:59,USA,John Gaffney,M,80.0,,2021.0,,,,,,9061.0,,,,John,Gaffney,,,,,,,,,,,,,,
02:31:07,96,02:31:07,USA,Carlos Trujillo,M,83.0,,2021.0,,,,,,9067.0,,,,Carlos,Trujillo,,,,,,,,,,,,,,
02:31:10,95,02:31:06,Mexico,Sergio Paredes,M,82.0,,2021.0,,,,,,9070.0,,,,Sergio,Paredes,,,,,,,,,,,,,,
02:31:23,97,02:31:22,USA,Alex Hebert,M,84.0,,2021.0,,,,,,9083.0,,,,Alex,Hebert,,,,,,,,,,,,,,
02:31:25,98,02:31:23,USA,Fan Zhou,M,85.0,,2021.0,,,,,,9085.0,,,,Fan,Zhou,,,,,,,,,,,,,,
02:31:26,93,02:31:03,TWN,Meng-Tsung Chu,M,81.0,,2021.0,,,,,,9086.0,,,,Meng-Tsung,Chu,,,,,,,,,,,,,,
02:31:48,102,02:31:44,USA,Jonathan Keller,M,89.0,,2021.0,,,,,,9108.0,,,,Jonathan,Keller,,,,,,,,,,,,,,
02:31:56,103,02:31:52,USA,Mitchell Baum,M,90.0,,2021.0,,,,,,9116.0,,,,Mitchell,Baum,,,,,,,,,,,,,,
02:32:03,107,02:32:03,USA,Kevin Wright,M,94.0,,2021.0,,,,,,9123.0,,,,Kevin,Wright,,,,,,,,,,,,,,
02:32:07,106,02:32:01,USA,Cristobal Gutierrez,M,93.0,,2021.0,,,,,,9127.0,,,,Cristobal,Gutierrez,,,,,,,,,,,,,,
02:32:14,108,02:32:11,USA,Kenny Rayner,M,95.0,,2021.0,,,,,,9134.0,,,,Kenny,Rayner,,,,,,,,,,,,,,
02:32:17,109,02:32:12,USA,Scott Bushey,M,96.0,,2021.0,,,,,,9137.0,,,,Scott,Bushey,,,,,,,,,,,,,,
02:32:17,112,02:32:15,USA,Michael Scarlett,M,99.0,,2021.0,,,,,,9137.0,,,,Michael,Scarlett,,,,,,,,,,,,,,
02:32:26,113,02:32:24,USA,Corey Purcella,M,100.0,,2021.0,,,,,,9146.0,,,,Corey,Purcella,,,,,,,,,,,,,,
02:32:37,111,02:32:13,USA,Alexander Maher,M,98.0,,2021.0,,,,,,9157.0,,,,Alexander,Maher,,,,,,,,,,,,,,
02:32:40,110,02:32:13,USA,Jordan Tropf,M,97.0,,2021.0,,,,,,9160.0,,,,Jordan,Tropf,,,,,,,,,,,,,,
02:32:54,104,02:31:53,USA,Jerome Ross,M,91.0,,2021.0,,,,,,9174.0,,,,Jerome,Ross,,,,,,,,,,,,,,
02:34:12,99,02:31:31,USA,Brett Burdick,M,86.0,,2021.0,,,,,,9252.0,,,,Brett,Burdick,,,,,,,,,,,,,,
02:34:25,91,02:30:48,USA,Michael Duggan,M,79.0,,2021.0,,,,,,9265.0,,,,Michael,Duggan,,,,,,,,,,,,,,
02:35:34,66,02:28:26,USA,Dustin Martin,M,58.0,,2021.0,,,,,,9334.0,,,,Dustin,Martin,,,,,,,,,,,,,,
02:39:35,100,02:31:34,USA,Matthew Farkas,M,87.0,,2021.0,,,,,,9575.0,,,,Matthew,Farkas,,,,,,,,,,,,,,
02:40:12,101,02:31:34,USA,Robert Giuliani,M,88.0,,2021.0,,,,,,9612.0,,,,Robert,Giuliani,,,,,,,,,,,,,,
02:40:32,105,02:31:54,USA,Erik Hinrichsen,M,92.0,,2021.0,,,,,,9632.0,,,,Erik,Hinrichsen,,,,,,,,,,,,,,
02:06:51,1,02:06:51,Kenya,Evans Chebet,M,1.0,1.0,2022.0,,,,,,7611.0,,,,Evans,Chebet,,,,,,,,,,,,,,
02:07:21,2,02:07:21,Kenya,Lawrence Cherono,M,2.0,2.0,2022.0,,,,,,7641.0,,,,Lawrence,Cherono,,,,,,,,,,,,,,
02:07:27,3,02:07:27,Kenya,Benson Kipruto,M,3.0,3.0,2022.0,,,,,,7647.0,,,,Benson,Kipruto,,,,,,,,,,,,,,
02:07:53,4,02:07:53,Tanzania,Gabriel Geay,M,4.0,4.0,2022.0,,,,,,7673.0,,,,Gabriel,Geay,,,,,,,,,,,,,,
02:08:47,5,02:08:47,Kenya,Eric Kiptanui,M,5.0,5.0,2022.0,,,,,,7727.0,,,,Eric,Kiptanui,,,,,,,,,,,,,,
02:08:50,6,02:08:50,Kenya,Albert Korir,M,6.0,6.0,2022.0,,,,,,7730.0,,,,Albert,Korir,,,,,,,,,,,,,,
02:08:52,7,02:08:52,USA,Scott Fauble,M,7.0,7.0,2022.0,,,,,,7732.0,,,,Scott,Fauble,,,,,,,,,,,,,,
02:08:58,8,02:08:58,Ethiopia,Jemal Yimer,M,8.0,8.0,2022.0,,,,,,7738.0,,,,Jemal,Yimer,,,,,,,,,,,,,,
02:09:07,9,02:09:07,USA,Elkanah Kibet,M,9.0,9.0,2022.0,,,,,,7747.0,,,,Elkanah,Kibet,,,,,,,,,,,,,,
02:09:16,10,02:09:16,Ethiopia,Kinde Atanaw,M,10.0,10.0,2022.0,,,,,,7756.0,,,,Kinde,Atanaw,,,,,,,,,,,,,,
02:09:43,11,02:09:43,Ethiopia,Lemi Berhanu,M,11.0,11.0,2022.0,,,,,,7783.0,,,,Lemi,Berhanu,,,,,,,,,,,,,,
02:09:44,12,02:09:44,Kenya,Bethwell Yegon,M,12.0,12.0,2022.0,,,,,,7784.0,,,,Bethwell,Yegon,,,,,,,,,,,,,,
02:10:23,13,02:10:23,USA,Cj Albertson,M,13.0,13.0,2022.0,,,,,,7823.0,,,,Cj,Albertson,,,,,,,,,,,,,,
02:10:35,14,02:10:35,USA,Matthew Mcdonald,M,14.0,14.0,2022.0,,,,,,7835.0,,,,Matthew,Mcdonald,,,,,,,,,,,,,,
02:10:52,15,02:10:52,Canada,Trevor Hofbauer,M,15.0,15.0,2022.0,,,,,,7852.0,,,,Trevor,Hofbauer,,,,,,,,,,,,,,
02:10:54,16,02:10:54,USA,Reed Fischer,M,16.0,16.0,2022.0,,,,,,7854.0,,,,Reed,Fischer,,,,,,,,,,,,,,
02:11:48,17,02:11:48,USA,Mick Iacofano,M,17.0,17.0,2022.0,,,,,,7908.0,,,,Mick,Iacofano,,,,,,,,,,,,,,
02:11:49,18,02:11:49,Kenya,Geoffrey Kamworor,M,18.0,18.0,2022.0,,,,,,7909.0,,,,Geoffrey,Kamworor,,,,,,,,,,,,,,
02:12:08,19,02:12:08,USA,Colin Bennie,M,19.0,19.0,2022.0,,,,,,7928.0,,,,Colin,Bennie,,,,,,,,,,,,,,
02:12:55,20,02:12:55,Japan,Yuki Kawauchi,M,20.0,20.0,2022.0,,,,,,7975.0,,,,Yuki,Kawauchi,,,,,,,,,,,,,,
02:13:46,21,02:13:46,USA,Mike Sayenko,M,21.0,21.0,2022.0,,,,,,8026.0,,,,Mike,Sayenko,,,,,,,,,,,,,,
02:14:10,22,02:14:10,USA,Jerrell Mock,M,22.0,22.0,2022.0,,,,,,8050.0,,,,Jerrell,Mock,,,,,,,,,,,,,,
02:14:40,23,02:14:40,USA,Jonas Hampton,M,23.0,23.0,2022.0,,,,,,8080.0,,,,Jonas,Hampton,,,,,,,,,,,,,,
02:14:48,24,02:14:48,USA,Ian Butler,M,24.0,24.0,2022.0,,,,,,8088.0,,,,Ian,Butler,,,,,,,,,,,,,,
02:15:08,25,02:15:08,USA,Paul Hogan,M,25.0,25.0,2022.0,,,,,,8108.0,,,,Paul,Hogan,,,,,,,,,,,,,,
02:15:24,26,02:15:24,USA,Jared Ward,M,26.0,26.0,2022.0,,,,,,8124.0,,,,Jared,Ward,,,,,,,,,,,,,,
02:16:39,27,02:16:39,USA,Matthew Llano,M,27.0,27.0,2022.0,,,,,,8199.0,,,,Matthew,Llano,,,,,,,,,,,,,,
02:18:42,28,02:18:36,USA,Benjamin Schneiderman,M,28.0,28.0,2022.0,,,,,,8322.0,,,,Benjamin,Schneiderman,,,,,,,,,,,,,,
02:19:23,29,02:19:23,USA,Nico Montanez,M,29.0,29.0,2022.0,,,,,,8363.0,,,,Nico,Montanez,,,,,,,,,,,,,,
02:19:39,30,02:19:39,USA,Tyler Pence,M,30.0,30.0,2022.0,,,,,,8379.0,,,,Tyler,Pence,,,,,,,,,,,,,,
02:21:34,34,02:21:33,Canada,Alex Neuffer,M,31.0,31.0,2022.0,,,,,,8494.0,,,,Alex,Neuffer,,,,,,,,,,,,,,
02:21:51,36,02:21:46,USA,Nathanael Williams,M,32.0,32.0,2022.0,,,,,,8511.0,,,,Nathanael,Williams,,,,,,,,,,,,,,
02:22:45,38,02:22:36,USA,Esteban Trujillo,M,33.0,33.0,2022.0,,,,,,8565.0,,,,Esteban,Trujillo,,,,,,,,,,,,,,
02:23:16,39,02:23:11,USA,Sergey Sushchikh,M,34.0,34.0,2022.0,,,,,,8596.0,,,,Sergey,Sushchikh,,,,,,,,,,,,,,
02:23:44,40,02:23:44,Canada,Calum Neff,M,35.0,35.0,2022.0,,,,,,8624.0,,,,Calum,Neff,,,,,,,,,,,,,,
02:23:59,42,02:23:56,USA,David Sevcik,M,36.0,36.0,2022.0,,,,,,8639.0,,,,David,Sevcik,,,,,,,,,,,,,,
02:24:15,43,02:24:15,USA,Prescott Leach,M,37.0,37.0,2022.0,,,,,,8655.0,,,,Prescott,Leach,,,,,,,,,,,,,,
02:24:17,44,02:24:17,USA,Samuel Fazioli,M,38.0,38.0,2022.0,,,,,,8657.0,,,,Samuel,Fazioli,,,,,,,,,,,,,,
02:24:26,45,02:24:26,Mexico,Daniel Ortiz Perez,M,39.0,39.0,2022.0,,,,,,8666.0,,,,Daniel Ortiz,Perez,,,,,,,,,,,,,,
02:24:38,46,02:24:36,USA,Alexander Healey,M,40.0,40.0,2022.0,,,,,,8678.0,,,,Alexander,Healey,,,,,,,,,,,,,,
02:24:44,47,02:24:42,USA,Jordan Tropf,M,41.0,41.0,2022.0,,,,,,8684.0,,,,Jordan,Tropf,,,,,,,,,,,,,,
02:24:52,49,02:24:52,Italy,Markus Ploner,M,42.0,1.0,2022.0,,,,,,8692.0,,,,Markus,Ploner,,,,,,,,,,,,,,
02:25:02,50,02:24:56,USA,Everett Hackett,M,43.0,42.0,2022.0,,,,,,8702.0,,,,Everett,Hackett,,,,,,,,,,,,,,
02:25:06,52,02:25:01,USA,Joe Kortenhof,M,44.0,44.0,2022.0,,,,,,8706.0,,,,Joe,Kortenhof,,,,,,,,,,,,,,
02:25:08,51,02:25:00,USA,Mitchell Baum,M,45.0,43.0,2022.0,,,,,,8708.0,,,,Mitchell,Baum,,,,,,,,,,,,,,
02:25:18,53,02:25:16,USA,Benjamin Macdonald,M,46.0,45.0,2022.0,,,,,,8718.0,,,,Benjamin,Macdonald,,,,,,,,,,,,,,
02:25:32,56,02:25:27,USA,Richard Ho,M,47.0,46.0,2022.0,,,,,,8732.0,,,,Richard,Ho,,,,,,,,,,,,,,
02:25:33,57,02:25:31,USA,Dylan Sykes,M,48.0,47.0,2022.0,,,,,,8733.0,,,,Dylan,Sykes,,,,,,,,,,,,,,
02:25:42,58,02:25:42,Australia,Michael Roeger,M,49.0,48.0,2022.0,,,,,,8742.0,,,,Michael,Roeger,,,,,,,,,,,,,,
02:25:47,59,02:25:44,USA,Ryan Burd,M,50.0,49.0,2022.0,,,,,,8747.0,,,,Ryan,Burd,,,,,,,,,,,,,,
02:26:02,61,02:25:58,USA,Matthew Mulligan,M,51.0,50.0,2022.0,,,,,,8762.0,,,,Matthew,Mulligan,,,,,,,,,,,,,,
02:26:07,62,02:26:07,Canada,Dennis Mbelenzi,M,52.0,2.0,2022.0,,,,,,8767.0,,,,Dennis,Mbelenzi,,,,,,,,,,,,,,
02:26:32,63,02:26:30,USA,Micah Adams,M,53.0,51.0,2022.0,,,,,,8792.0,,,,Micah,Adams,,,,,,,,,,,,,,
02:26:48,64,02:26:48,USA,Kenneth Goodfellow,M,54.0,52.0,2022.0,,,,,,8808.0,,,,Kenneth,Goodfellow,,,,,,,,,,,,,,
02:26:57,65,02:26:48,USA,Daniel Pederson,M,55.0,53.0,2022.0,,,,,,8817.0,,,,Daniel,Pederson,,,,,,,,,,,,,,
02:26:59,67,02:26:55,USA,David Walter,M,56.0,55.0,2022.0,,,,,,8819.0,,,,David,Walter,,,,,,,,,,,,,,
02:27:00,66,02:26:55,USA,Fan Zhou,M,57.0,54.0,2022.0,,,,,,8820.0,,,,Fan,Zhou,,,,,,,,,,,,,,
02:27:12,68,02:27:11,USA,Stephen Vangampleare,M,58.0,56.0,2022.0,,,,,,8832.0,,,,Stephen,Vangampleare,,,,,,,,,,,,,,
02:27:22,71,02:27:20,Canada,Steven Lawrence,M,59.0,3.0,2022.0,,,,,,8842.0,,,,Steven,Lawrence,,,,,,,,,,,,,,
02:27:24,72,02:27:21,USA,Matt Mcsween,M,60.0,59.0,2022.0,,,,,,8844.0,,,,Matt,Mcsween,,,,,,,,,,,,,,
02:27:26,70,02:27:12,USA,Peter Hogan,M,61.0,58.0,2022.0,,,,,,8846.0,,,,Peter,Hogan,,,,,,,,,,,,,,
02:27:28,73,02:27:22,Canada,Ryan Rafuse,M,62.0,60.0,2022.0,,,,,,8848.0,,,,Ryan,Rafuse,,,,,,,,,,,,,,
02:27:31,74,02:27:31,USA,Josh Baden,M,63.0,61.0,2022.0,,,,,,8851.0,,,,Josh,Baden,,,,,,,,,,,,,,
02:27:34,76,02:27:34,USA,Ben Bruce,M,64.0,63.0,2022.0,,,,,,8854.0,,,,Ben,Bruce,,,,,,,,,,,,,,
02:27:35,75,02:27:32,Canada,Aaron Manning,M,65.0,62.0,2022.0,,,,,,8855.0,,,,Aaron,Manning,,,,,,,,,,,,,,
02:27:40,77,02:27:40,Netherlands,Niels Baljet,M,66.0,64.0,2022.0,,,,,,8860.0,,,,Niels,Baljet,,,,,,,,,,,,,,
02:27:43,69,02:27:12,USA,Zachary Holden,M,67.0,57.0,2022.0,,,,,,8863.0,,,,Zachary,Holden,,,,,,,,,,,,,,
02:27:43,78,02:27:41,USA,James Hartop,M,68.0,65.0,2022.0,,,,,,8863.0,,,,James,Hartop,,,,,,,,,,,,,,
02:27:51,79,02:27:43,USA,Matthew Sarge,M,69.0,66.0,2022.0,,,,,,8871.0,,,,Matthew,Sarge,,,,,,,,,,,,,,
02:27:55,81,02:27:51,USA,Ben Jaskowiak,M,70.0,68.0,2022.0,,,,,,8875.0,,,,Ben,Jaskowiak,,,,,,,,,,,,,,
02:28:03,83,02:27:59,USA,Andrew Skurka,M,72.0,4.0,2022.0,,,,,,8883.0,,,,Andrew,Skurka,,,,,,,,,,,,,,
02:28:03,80,02:27:47,USA,Vinny Castronuovo,M,71.0,67.0,2022.0,,,,,,8883.0,,,,Vinny,Castronuovo,,,,,,,,,,,,,,
02:28:03,85,02:28:03,USA,Chip O'Hara,M,73.0,5.0,2022.0,,,,,,8883.0,,,,Chip,O'Hara,,,,,,,,,,,,,,
02:28:05,87,02:28:05,Spain,Nacho Hernando,M,74.0,69.0,2022.0,,,,,,8885.0,,,,Nacho,Hernando,,,,,,,,,,,,,,
02:28:13,88,02:28:05,USA,Doug Woodcock,M,75.0,70.0,2022.0,,,,,,8893.0,,,,Doug,Woodcock,,,,,,,,,,,,,,
02:28:16,89,02:28:09,USA,Nicholas Victor,M,76.0,71.0,2022.0,,,,,,8896.0,,,,Nicholas,Victor,,,,,,,,,,,,,,
02:28:21,90,02:28:17,Great Britain,Stephen Jackson,M,77.0,72.0,2022.0,,,,,,8901.0,,,,Stephen,Jackson,,,,,,,,,,,,,,
02:28:21,91,02:28:19,Ireland,Derek Griffin,M,78.0,73.0,2022.0,,,,,,8901.0,,,,Derek,Griffin,,,,,,,,,,,,,,
